,QE,Prune,Ordering,Runtime
1526,3_1,pruned,random,0.046864033
1527,3_1,pruned,random,0.046861172
1528,3_1,pruned,random,0.046863556
1529,3_1,pruned,random,0.046865225
1530,3_1,pruned,random,0.046863079
1531,3_1,pruned,random,0.031245232
1532,3_1,pruned,random,0.057558298
1533,3_1,pruned,random,0.044857979
1534,3_1,pruned,random,0.031714678
1535,3_1,pruned,random,0.046905994
1536,3_1,pruned,random,0.046861172
1537,3_1,pruned,random,0.049166441
1538,3_1,pruned,random,0.04475975
1539,3_1,pruned,random,0.031242609
1540,3_1,pruned,random,0.054311991
1541,3_1,pruned,random,0.0442307
1542,3_1,pruned,random,0.033018112
1543,3_1,pruned,random,0.046828747
1544,3_1,pruned,random,0.03124404
1545,3_1,pruned,random,0.046864033
1546,3_1,pruned,random,0.046864748
1547,3_1,pruned,random,0.031241655
1548,3_1,pruned,random,0.046897888
1549,3_1,pruned,random,0.046864271
1550,3_1,pruned,random,0.031242371
1551,3_1,pruned,random,0.046828985
1552,3_1,pruned,random,0.046865463
1553,3_1,pruned,random,0.031241894
1554,3_1,pruned,random,0.046896696
1555,3_1,pruned,random,0.046831131
1556,3_1,pruned,random,0.037667036
1557,3_1,pruned,random,0.049516201
1558,3_1,pruned,random,0.03131175
1559,3_1,pruned,random,0.046832323
1560,3_1,pruned,random,0.046863556
1561,3_1,pruned,random,0.046895742
1562,3_1,pruned,random,0.031208754
1563,3_1,pruned,random,0.058532715
1564,3_1,pruned,random,0.04228878
1565,3_1,pruned,random,0.043215036
1566,3_1,pruned,random,0.034645796
1567,3_1,pruned,random,0.046864033
1568,3_1,pruned,random,0.031242371
1569,3_1,pruned,random,0.046862364
1570,3_1,pruned,random,0.046864033
1571,3_1,pruned,random,0.046911716
1572,3_1,pruned,random,0.031232357
1573,3_1,pruned,random,0.046861172
1574,3_1,pruned,random,0.031244278
1575,3_1,pruned,random,0.04686141
1576,3_1,pruned,random,0.046867371
1577,3_1,pruned,random,0.031241179
1578,3_1,pruned,random,0.046830177
1579,3_1,pruned,random,0.052580833
1580,3_1,pruned,random,0.032001495
1581,3_1,pruned,random,0.049523592
1582,3_1,pruned,random,0.031276226
1583,3_1,pruned,random,0.04686451
1584,3_1,pruned,random,0.046830893
1585,3_1,pruned,random,0.046863317
1586,3_1,pruned,random,0.046864271
1587,3_1,pruned,random,0.04822731
1588,3_1,pruned,random,0.044024467
1589,3_1,pruned,random,0.038942814
1590,3_1,pruned,random,0.031283617
1591,3_1,pruned,random,0.0468297
1592,3_1,pruned,random,0.046864271
1593,3_1,pruned,random,0.031242609
1594,3_1,pruned,random,0.046863317
1595,3_1,pruned,random,0.046863317
1596,3_1,pruned,random,0.031243801
1597,3_1,pruned,random,0.046895027
1598,3_1,pruned,random,0.046863079
1599,3_1,pruned,random,0.046833515
1600,3_1,pruned,min_fill,0.046862125
1601,3_1,pruned,min_fill,0.031243324
1602,3_1,pruned,min_fill,0.052855253
1603,3_1,pruned,min_fill,0.03228116
1604,3_1,pruned,min_fill,0.050193787
1605,3_1,pruned,min_fill,0.030703783
1606,3_1,pruned,min_fill,0.046832323
1607,3_1,pruned,min_fill,0.046864033
1608,3_1,pruned,min_fill,0.046863079
1609,3_1,pruned,min_fill,0.046896219
1610,3_1,pruned,min_fill,0.050943375
1611,3_1,pruned,min_fill,0.044186354
1612,3_1,pruned,min_fill,0.036630392
1613,3_1,pruned,min_fill,0.046900749
1614,3_1,pruned,min_fill,0.046861887
1615,3_1,pruned,min_fill,0.031241655
1616,3_1,pruned,min_fill,0.046866894
1617,3_1,pruned,min_fill,0.046860218
1618,3_1,pruned,min_fill,0.046866179
1619,3_1,pruned,min_fill,0.046863794
1620,3_1,pruned,min_fill,0.04686451
1621,3_1,pruned,min_fill,0.031245708
1622,3_1,pruned,min_fill,0.062807798
1623,3_1,pruned,min_fill,0.046870708
1624,3_1,pruned,min_fill,0.04690218
1625,3_1,pruned,min_fill,0.052845955
1626,3_1,pruned,min_fill,0.050196648
1627,3_1,pruned,min_fill,0.04632616
1628,3_1,pruned,min_fill,0.046867609
1629,3_1,pruned,min_fill,0.046863556
1630,3_1,pruned,min_fill,0.03123951
1631,3_1,pruned,min_fill,0.046865463
1632,3_1,pruned,min_fill,0.058714151
1633,3_1,pruned,min_fill,0.04466486
1634,3_1,pruned,min_fill,0.0439291
1635,3_1,pruned,min_fill,0.031239271
1636,3_1,pruned,min_fill,0.046864748
1637,3_1,pruned,min_fill,0.046864271
1638,3_1,pruned,min_fill,0.046862364
1639,3_1,pruned,min_fill,0.04686451
1640,3_1,pruned,min_fill,0.046864986
1641,3_1,pruned,min_fill,0.046863556
1642,3_1,pruned,min_fill,0.031240702
1643,3_1,pruned,min_fill,0.046862602
1644,3_1,pruned,min_fill,0.046866894
1645,3_1,pruned,min_fill,0.046868324
1646,3_1,pruned,min_fill,0.046857595
1647,3_1,pruned,min_fill,0.046988964
1648,3_1,pruned,min_fill,0.043892622
1649,3_1,pruned,min_fill,0.043768644
1650,3_1,pruned,min_fill,0.031241894
1651,3_1,pruned,min_fill,0.046863556
1652,3_1,pruned,min_fill,0.04686451
1653,3_1,pruned,min_fill,0.031274557
1654,3_1,pruned,min_fill,0.046830893
1655,3_1,pruned,min_fill,0.05114913
1656,3_1,pruned,min_fill,0.042174816
1657,3_1,pruned,min_fill,0.037975311
1658,3_1,pruned,min_fill,0.031211376
1659,3_1,pruned,min_fill,0.046863556
1660,3_1,pruned,min_fill,0.046895027
1661,3_1,pruned,min_fill,0.046862841
1662,3_1,pruned,min_fill,0.031245708
1663,3_1,pruned,min_fill,0.04686141
1664,3_1,pruned,min_fill,0.046863794
1665,3_1,pruned,min_fill,0.031242609
1666,3_1,pruned,min_fill,0.046864033
1667,3_1,pruned,min_fill,0.046864986
1668,3_1,pruned,min_fill,0.046831608
1669,3_1,pruned,min_fill,0.031275272
1670,3_1,pruned,min_fill,0.062184095
1671,3_1,pruned,min_fill,0.037955999
1672,3_1,pruned,min_fill,0.049645662
1673,3_1,pruned,min_fill,0.031625032
1674,3_1,pruned,min_fill,0.046900988
1675,3_1,pruned,min_fill,0.046866655
1676,3_1,pruned,min_fill,0.031243563
1677,3_1,pruned,min_fill,0.046829462
1678,3_1,pruned,min_fill,0.055165291
1679,3_1,pruned,min_fill,0.042304993
1680,3_1,pruned,min_fill,0.033854485
1681,3_1,pruned,min_fill,0.046867132
1682,3_1,pruned,min_fill,0.031242847
1683,3_1,pruned,min_fill,0.046863556
1684,3_1,pruned,min_fill,0.046863556
1685,3_1,pruned,min_fill,0.046862841
1686,3_1,pruned,min_fill,0.046864033
1687,3_1,pruned,min_fill,0.04726696
1688,3_1,pruned,min_fill,0.031243324
1689,3_1,pruned,min_fill,0.046864033
1690,3_1,pruned,min_fill,0.046864033
1691,3_1,pruned,min_fill,0.046863079
1692,3_1,pruned,min_fill,0.046899557
1693,3_1,pruned,min_fill,0.048145056
1694,3_1,pruned,min_fill,0.035987139
1695,3_1,pruned,min_fill,0.050027847
1696,3_1,pruned,min_fill,0.046864986
1697,3_1,pruned,min_fill,0.062484026
1698,3_1,pruned,min_fill,0.046897411
1699,3_1,pruned,min_fill,0.062450171
1700,3_1,pruned,min_degree,0.055568218
1701,3_1,pruned,min_degree,0.051199913
1702,3_1,pruned,min_degree,0.039559126
1703,3_1,pruned,min_degree,0.062488317
1704,3_1,pruned,min_degree,0.062566996
1705,3_1,pruned,min_degree,0.046873093
1706,3_1,pruned,min_degree,0.078102112
1707,3_1,pruned,min_degree,0.046868324
1708,3_1,pruned,min_degree,0.046896696
1709,3_1,pruned,min_degree,0.062453747
1710,3_1,pruned,min_degree,0.046893597
1711,3_1,pruned,min_degree,0.046865463
1712,3_1,pruned,min_degree,0.065033913
1713,3_1,pruned,min_degree,0.051907301
1714,3_1,pruned,min_degree,0.048947811
1715,3_1,pruned,min_degree,0.046864033
1716,3_1,pruned,min_degree,0.078103304
1717,3_1,pruned,min_degree,0.046897411
1718,3_1,pruned,min_degree,0.065137863
1719,3_1,pruned,min_degree,0.053667545
1720,3_1,pruned,min_degree,0.043610811
1721,3_1,pruned,min_degree,0.046862841
1722,3_1,pruned,min_degree,0.062481642
1723,3_1,pruned,min_degree,0.046863794
1724,3_1,pruned,min_degree,0.0468297
1725,3_1,pruned,min_degree,0.062520742
1726,3_1,pruned,min_degree,0.046860695
1727,3_1,pruned,min_degree,0.062488556
1728,3_1,pruned,min_degree,0.062449217
1729,3_1,pruned,min_degree,0.078444481
1730,3_1,pruned,min_degree,0.053580284
1731,3_1,pruned,min_degree,0.065270185
1732,3_1,pruned,min_degree,0.062526703
1733,3_1,pruned,min_degree,0.070550919
1734,3_1,pruned,min_degree,0.045345306
1735,3_1,pruned,min_degree,0.062483788
1736,3_1,pruned,min_degree,0.064978361
1737,3_1,pruned,min_degree,0.043908596
1738,3_1,pruned,min_degree,0.062492847
1739,3_1,pruned,min_degree,0.046862841
1740,3_1,pruned,min_degree,0.062485933
1741,3_1,pruned,min_degree,0.046863556
1742,3_1,pruned,min_degree,0.06251955
1743,3_1,pruned,min_degree,0.046863556
1744,3_1,pruned,min_degree,0.046864033
1745,3_1,pruned,min_degree,0.062488079
1746,3_1,pruned,min_degree,0.046861172
1747,3_1,pruned,min_degree,0.046863794
1748,3_1,pruned,min_degree,0.053840876
1749,3_1,pruned,min_degree,0.048520088
1750,3_1,pruned,min_degree,0.032403708
1751,3_1,pruned,min_degree,0.046830654
1752,3_1,pruned,min_degree,0.046863556
1753,3_1,pruned,min_degree,0.04686594
1754,3_1,pruned,min_degree,0.046901226
1755,3_1,pruned,min_degree,0.054688692
1756,3_1,pruned,min_degree,0.044342995
1757,3_1,pruned,min_degree,0.048080683
1758,3_1,pruned,min_degree,0.046906471
1759,3_1,pruned,min_degree,0.031239271
1760,3_1,pruned,min_degree,0.0468328
1761,3_1,pruned,min_degree,0.046863317
1762,3_1,pruned,min_degree,0.046864271
1763,3_1,pruned,min_degree,0.031240225
1764,3_1,pruned,min_degree,0.046866179
1765,3_1,pruned,min_degree,0.046864033
1766,3_1,pruned,min_degree,0.046862841
1767,3_1,pruned,min_degree,0.046895504
1768,3_1,pruned,min_degree,0.031243801
1769,3_1,pruned,min_degree,0.046865463
1770,3_1,pruned,min_degree,0.052755594
1771,3_1,pruned,min_degree,0.032009363
1772,3_1,pruned,min_degree,0.049501419
1773,3_1,pruned,min_degree,0.031242847
1774,3_1,pruned,min_degree,0.04686451
1775,3_1,pruned,min_degree,0.046898365
1776,3_1,pruned,min_degree,0.031206846
1777,3_1,pruned,min_degree,0.046863317
1778,3_1,pruned,min_degree,0.049841642
1779,3_1,pruned,min_degree,0.043298483
1780,3_1,pruned,min_degree,0.03862381
1781,3_1,pruned,min_degree,0.03124547
1782,3_1,pruned,min_degree,0.04689765
1783,3_1,pruned,min_degree,0.046830416
1784,3_1,pruned,min_degree,0.031242132
1785,3_1,pruned,min_degree,0.046862364
1786,3_1,pruned,min_degree,0.046864033
1787,3_1,pruned,min_degree,0.046864986
1788,3_1,pruned,min_degree,0.031276941
1789,3_1,pruned,min_degree,0.046864033
1790,3_1,pruned,min_degree,0.031243801
1791,3_1,pruned,min_degree,0.046828508
1792,3_1,pruned,min_degree,0.046864271
1793,3_1,pruned,min_degree,0.046864033
1794,3_1,pruned,min_degree,0.04100275
1795,3_1,pruned,min_degree,0.028054953
1796,3_1,pruned,min_degree,0.049511194
1797,3_1,pruned,min_degree,0.031282902
1798,3_1,pruned,min_degree,0.046830654
1799,3_1,pruned,min_degree,0.046864748
